0,2
1,1
2,6
3,5
4,4
5,1
6,4
7,4
8,6
9,6
10,4
11,6
12,2
13,4
14,1
15,4
16,5
17,6
18,3
19,3
20,6
21,1
22,2
23,1
24,4
25,5
26,4
27,3
28,6
29,4
30,4
31,1
32,6
33,3
34,4
35,6
36,1
37,6
38,4
39,1
40,6
41,1
42,3
43,1
44,5
45,3
46,2
47,5
48,5
49,4
50,4
51,5
52,5
53,5
54,3
55,4
56,6
57,6
58,4
59,1
60,6
61,3
62,5
63,5
64,4
65,4
66,1
67,2
68,2
69,4
70,1
71,1
72,1
73,6
74,2
75,6
76,1
77,2
78,5
79,1
80,4
81,4
82,5
83,5
84,4
85,5
86,4
87,4
88,3
89,6
90,2
91,6
92,1
93,1
94,4
95,4
96,4
97,4
98,5
99,2
100,4
101,6
102,6
103,1
104,4
105,4
106,6
107,5
108,6
109,5
110,5
111,6
112,5
113,5
114,6
115,6
116,6
117,4
118,1
119,5
120,5
121,3
122,2
123,5
124,6
125,4
126,4
127,5
128,5
129,2
130,5
131,6
132,1
133,4
134,2
135,4
136,1
137,1
138,1
139,4
140,3
141,5
142,4
143,4
144,2
145,6
146,1
147,4
148,1
149,5
150,4
151,3
152,5
153,3
154,3
155,5
156,5
157,3
158,1
159,1
160,5
161,4
162,6
163,5
164,4
165,1
166,5
167,6
168,6
169,1
170,6
171,3
172,1
173,4
174,2
175,3
176,4
177,6
178,6
179,1
180,1
181,6
182,5
183,4
184,4
185,1
186,4
187,1
188,5
189,4
190,4
191,6
192,1
193,3
194,5
195,5
196,1
197,4
198,5
199,4
200,4
201,1
202,2
203,4
204,5
205,4
206,1
207,4
208,4
209,4
210,5
211,4
212,1
213,5
214,2
215,4
216,3
217,5
218,3
219,4
220,6
221,5
222,4
223,1
224,4
225,6
226,3
227,3
228,4
229,5
230,5
231,6
232,2
233,5
234,6
235,2
236,5
237,5
238,3
239,2
240,4
241,6
242,2
243,6
244,1
245,3
246,2
247,2
248,5
249,6
250,4
251,3
252,5
253,5
254,5
255,4
256,3
257,4
258,1
259,5
260,4
261,1
262,4
263,2
264,5
265,3
266,1
267,6
268,1
269,4
270,5
271,5
272,6
273,6
274,6
275,2
276,5
277,1
278,5
279,5
280,3
281,1
282,4
283,3
284,6
285,5
286,6
287,4
288,6
289,4
290,4
291,5
292,6
293,1
294,5
295,3
296,3
297,6
298,4
299,5
300,1
301,1
302,6
303,5
304,1
305,1
306,4
307,3
308,4
309,5
310,1
311,1
312,6
313,6
314,4
315,5
316,4
317,2
318,2
319,4
320,4
321,4
322,5
323,3
324,5
325,5
326,5
327,5
328,1
329,4
330,6
331,3
332,6
333,6
334,4
335,6
336,4
337,2
338,4
339,3
340,5
341,5
342,4
343,6
344,6
345,4
346,3
347,6
348,5
349,4
350,5
351,4
352,6
353,4
354,6
355,5
356,4
357,4
358,6
359,4
360,1
361,1
362,1
363,5
364,3
365,1
366,4
367,4
368,3
369,3
370,1
371,6
372,6
373,3
374,1
375,1
376,1
377,5
378,5
379,4
380,4
381,1
382,3
383,3
384,5
385,6
386,6
387,4
388,5
389,5
390,6
391,4
392,3
393,1
394,6
395,2
396,3
397,4
398,6
399,4
400,4
401,4
402,5
403,4
404,5
405,3
406,5
407,4
408,4
409,1
410,3
411,4
412,4
413,4
414,5
415,5
416,1
417,6
418,4
419,6
420,1
421,1
422,1
423,4
424,4
425,5
426,6
427,5
428,5
429,4
430,3
431,2
432,5
433,5
434,4
435,5
436,4
437,5
438,4
439,1
440,6
441,6
442,5
443,6
444,3
445,1
446,4
447,5
448,6
449,6
450,4
451,4
452,1
453,6
454,6
455,6
456,1
457,6
458,6
459,1
460,1
461,4
462,5
463,1
464,6
465,5
466,6
467,1
468,4
469,5
470,4
471,6
472,6
473,5
474,5
475,5
476,5
477,6
478,4
479,5
480,3
481,4
482,1
483,3
484,4
485,6
486,1
487,3
488,6
489,1
490,3
491,4
492,5
493,6
494,1
495,6
496,4
497,2
498,5
499,4
500,1
501,4
502,6
503,3
504,5
505,3
506,4
507,6
508,5
509,1
510,1
511,3
512,5
513,6
514,6
515,6
516,4
517,1
518,5
519,3
520,5
521,5
522,1
523,1
524,4
525,3
526,1
527,4
528,6
529,4
530,4
531,6
532,6
533,4
534,3
535,4
536,6
537,3
538,1
539,4
540,6
541,5
542,3
543,4
544,3
545,1
546,1
547,4
548,1
549,4
550,6
551,4
552,2
553,6
554,4
555,6
556,5
557,3
558,6
559,5
560,5
561,6
562,1
563,4
564,1
565,4
566,6
567,4
568,1
569,4
570,2
571,4
572,5
573,4
574,5
575,6
576,1
577,5
578,5
579,6
580,3
581,5
582,4
583,4
584,4
585,1
586,3
587,4
588,4
589,1
590,2
591,1
592,3
593,3
594,3
595,6
596,1
597,5
598,3
599,5
600,3
601,6
602,4
603,6
604,5
605,5
606,1
607,1
608,2
609,6
610,4
611,6
612,6
613,6
614,4
615,3
616,6
617,4
618,6
619,5
620,5
621,6
622,3
623,6
624,2
625,4
626,3
627,4
628,1
629,5
630,6
631,4
632,4
633,4
634,4
635,4
636,4
637,4
638,5
639,4
640,5
641,2
642,6
643,6
644,5
645,1
646,3
647,6
648,4
649,1
650,1
651,5
652,2
653,4
654,1
655,6
656,4
657,6
658,6
659,1
660,5
661,1
662,1
663,4
664,6
665,4
666,1
667,4
668,2
669,4
670,4
671,2
672,5
673,4
674,5
675,5
676,5
677,1
678,4
679,3
680,5
681,5
682,1
683,2
684,4
685,6
686,4
687,5
688,4
689,1
690,5
691,4
692,5
693,1
694,4
695,6
696,4
697,6
698,1
699,4
700,1
701,5
702,6
703,2
704,3
705,6
706,4
707,1
708,5
709,4
710,4
711,5
712,6
713,6
714,4
715,4
716,3
717,4
718,1
719,4
720,4
721,3
722,4
723,5
724,6
725,6
726,6
727,4
728,5
729,4
730,4
731,4
